phrase,class
من هو أشجع منك بالجبن وتقول لمن يمسك بيده الحبل الملفوف على رقبتك سأخنقك,-1
سقف الإرهابي  بشار الجحش,1
المصالحة من نظام بشار الارهابي يعني الموت المحتم وانصاف الحلول مع ديكتاتور والاحتلال,1
ف سجون الطاغية بشار الإرهابي,1
بشار الإرهابي  قتل الأطفال والنساء والشيوخ  بشار مجرم حرب سورية,1
سجون الموت سجون المقابر الجماعية. قمة الإرهاب والإجرام  بشار الكيماوي الإرهابي,1
سجون الطاغية بشار الإرهابي  التعذيب حتى الموت,1
لأرهابي  الزرافه بشار الجعبري سفير النظام,1
الإرهابي زهران علوش الذي خاطب سيدة زينب ع وكتب على جدار الصحن الزينبي ع وقال سوف ترحلين معا بشار الأسد بعد أن نسقط نظام الأسد نهدم قبرك والن يمنعنة احد  سؤال,1
بشار الإرهابي وتطبيلها للروس والمجوس عند كل عملية قصف ضد الأبرياء العزل من الأشقاء في الشام,1
اصطفو لجانب الإرهابي بشار الاسد  فأرضهم في ايران والعراق,1
أنها الحرب أنها دمار لاتصدق كلمة إعمار إلا إعمار ال بسقاط بشار الإرهابي,1
المصالحة من نظام بشار الارهابي يعني الموت المحتم وانصاف الحلول من الديكتاتوية,1
وبعد ان ثأر الشعب السوري على الإرهابي بشار الاسد,1
لم تحقق في الهولوكوست التي يقودها الإرهابي بشار الاسد في سوريا,1
فعل الإرهابي بشار الاسد بالسوريين المدنيين العزل فهل يستطيع السوريّون نسيان ذكرياتهم الأليمة ؟,1
هكذا فعل الإرهابي بشار الاسد بالسوريين المدنيين العزل,1
سجون الطاغية بشار الإرهابي,1
الرئيس الأسد يبرق معزياً الرئيس روحاني بضحايا الهجوم الإرهابي الجبان في الأهواز وجه السيد الرئيس بشار الأسد,1
أقلية قليلة فقط  مع المجرم الإرهابي بشار زعيم المسالخ البشرية ولو لم يكن جماعة بشار أقلية لما احتاج للميليشيات الأجنبية ولما احتاج للقوات الروسية والايرانية,1
من اجل تبييض وجه الإرهابي بشار الاسد الذي يقتل السوريين بدم بارد,1
من حق الشعب السوري المنكوب طلب المساعده من امريكا وبريطانيا وفرنسا والمانيا لوقف مجازر الإرهابي بشار الاسد بحق المدنيين,1
لاتطلبون احضار الإرهابي بشار الاسد الى المحكمه الجنائيه الدوليه,1
الرئيس الدكتور بشار الأسد يبرق معزياً الرئيس روحاني بضحايا الهجوم الإرهابي الجبان الذي حصل في الأهواز,1
ياكوهين انت تعلم ونحن نعلم قتل بشار الإرهابي الذي قتل اكثر من4 ملايين سوري,1
سيسقط الإرهابي الخائن و ستعيش سورية حرة سيدة موحدة مستقلة بإذن الله,1
دوره تدريبيه على الدبكه لعيون الإرهابي بشار,1
بشار الشيعي النجس هو الإرهابي هو المجرم ادعوا الله أن يحشركم معه أهل سورية مدافعين عن أعراضهم وارضهم وأطفالهم هل هم بالنسبة لكم ارهابين ياخنازير,1
بشار الشيعي النجس هو الإرهابي هو المجرم ادعوا الله أن يحشركم معه أهل سورية مدافعين عن أعراضهم وارضهم وأطفالهم هل هم بالنسبة لكم ارهابين ياخنازير,1
بشار الشيعي النجس هو الإرهابي هو المجرم ادعوا الله أن يحشركم معه أهل سورية,1
بأي ذنب قتلهم الإرهابي بشار الاسد,1
وللذل أشكال أكبرها وامرها هو الذي يعيشه بشار الأسد زعيم النظام الإرهابي,1
ثورة الشعب السوري البطل ثورة على بشار الإرهابي وليست تمرد كيف يقبل الشيخ ذلك من المذيع,1
المجرم الارهابي بشار اسد هو سبب ظهور داعش و اخواتها و وهو منبع التطرف و القتل و الارهاب  بزوال هذا السفاح يوقف تفريخ الارهاب,1
اللهم فك قيد المعتقلين والمعتقلات في سجون الطاغية بشار الإرهابي,1
وصلت فرنسا كأنها رايحة لبيت جارتهم المهم ألا تنسى شكر الارهابي بشار وحسن نصر الله,1
لا والله راح يسقط نظام سوريا المجرم وبيقتل بشار والحزب الارهابي لمزبله التاريخ,1
من واجب اصدقائنا الامريكان حماية ماتبقى من الشعب السوري الحر الديمقراطي من إرهاب الإرهابي بشار الاسد,1
تلتقي قطر بسفير نظام بشار الارهابي,1
ابتسامة وزير الخارجية القطري مع الصهيوني الذين قتلوا المسلمين في فلسطين والاطفال,1
أدمن النظام القطري التودد إلى الكيان الصهيوني,1
والله انت مومس خدام لسيدك الخروف القطرى والتركى الصهيونى  ودول الحصار نعالهم برقابكم,1
مقابلة بين وزير الخارجية القطرى و شخصية اسرائيلية قفة قطر لتدعيم الارهاب الصهيونى,1
ابن السمسار الصهيوني جمال ريان مرتزق وعبد للريال القطري,1
تبي مساعدة من الجيش القطري و الصهيوني هذي,1
اتمنى ما يكون اللي كاتب الخطاب المستشار الصهيوني بشاره,1
بتسامة وزير الخارجية القطري مع الصهيوني,1
ابتسامة وزير الخارجية القطري مع الصهيوني الذين قتلوا المسلمين في فلسطين والاطفال,1
قطر للكيان الصهيوني بالكشف عن رسالة من  محمد بن عبدالرحمن,1
القناة العاشرة الاسرائيلية تنشر صورة مسربة لوزير الخارجية القطري نامق مع الحاخام الصهيوني,1
حقيقة الشيطان القطري المتأمر ودوره في دعم  جبهة النصرة والكيان الصهيوني,1
تطرد قبيلة الغفران وتمنح الجنسية للارهابيين والقرضاوي وعزمي الصهيوني,1
مع نشأة الكيان الصهيوني القطري وهي أرض بحرينية قدمت مصر لها يد العون,1
قطر للكيان الصهيوني بالكشف عن رسالة,1
قناة إسرائيلية تفضح  تنظيم الحمدين ببث صور لوزير خارجية قطر مع الحاخام الصهيوني أفراهام مويال في الدوحة,1
صورة لوزير الخارجية القطري الشيخ محمد بن عبدالرحمن آل ثاني  مع الحاخام الصهيوني أفراهام مويال في الدوحة,1
وصول الحاخام الصهيوني لقطر لعقد صفقة نقل السفارة الأمريكية إلى القدس والحثالات يقولون:السعودية باعت القضية الفلسطينية,1
الوزير القطري نامق يجتمع مع الحاخام الصهيوني موئيل في قطر,1
إبن أمه الصهيونى ذميم صور,1
النظام الصهيوني القطري يعطي الجنسيه لليهود  ويسحب الجنسيه من اهل قطر الاصل,1
الدرزي السوري البريطاني القطري التركي الإيراني الصهيوني القوّاد,1
نفس سيناريو البرمة الآن عرفت سر دعم اللوبي الصهيوني و القطري للبرمة في مكة,1
لن نقتنع ان الانبطاح واهداء سيف الدولة القطري للمحتل الصهيوني من دعوى التلاحم العربي,1
الإعلام الصهيوني القطري الرسمي,1
العدو القطري الصهيوني يعمل على تدمير الخليج والعرب,1
يكفي ولي العهد فخرا تحطيم المشروع الصهيوني القطري وتحويل الجزيره وازلامها امثالك من صرح اعلامي معتبر إلى لاشي وكشف كذبه وتزييفها وشطب الكثيرين للقناة من منازلهم,1
هذه الخيانة ليست بغريبه على النظام القطري العميل الخاين الذي طبّع مع الكيان الصهيوني وسوف نرى الكثير من الخيانات من هذا النظام الغادر,1
بوتين يحبط المشروع القطري الصهيوني والفارسي في أدلب السوريه,1
عيال ٢٠١١م سفكوادمأ الشعب ونهبوا الدوله ودمروا وايتمًواورملًواوكذبواوكذبواوكذبواوكل جرم ارتكبواه خدمة للمشروع القطري الصهيوني والمجوسي,1
اراقها التنظيم الصهيوني القطري لتفتيت الوطن العربي خدمة لمشروع اسرائيل القذر,1
الكيان الصهيوني حلفاء للكيان القطري,1
للنظام القطري ابو التطبيع الصهيوني,1
العدو الصهيوني القطري لايريد سلام,1
قطريين إنتحاريين لتأثرهم بالفكر القطري الصهيوني,1
الإعلام الصهيوني القطري الرسمي,1
تعرف القران يايهودي ياكافر,1
نازلين مسبات ويا كافر,1
لمن تكون بتقلب في قنوات التلفزيون و تجي محطة قران كريم و تقوم تقلب  بجيك  صوت جواك  كده بقول ليك تفو عليك يا كافر يا زنديق,1
تحدث عن مذهبي انا المالكيه مثل ما انا اتحدث عن دينك يا كافر  نرجع للموضوع الطين يا زفت الطين,1
نمیدونی مسلمانی یا کافر نمیدونی,1
ايفون ياكافر ده شكله أغلى من العربيه,1
عمرو اديب يقول ٥ الاف اية دول مايجبش تمن موبايل يا كافر,1
عليك لعنت الله يا مشرك يا كافر,1
والله الجوع كافر يا ام بدر,1
من قال لاخيه يا كافر فقد باء بها احدهما  يعنى اصبح واحد فيه كافراللى قال او اللى اتقال عليه,1
بدال ما يقول ليهو: يا كافر,1
يا كافر يا مسيحي  يا اخي اي دين انت تمثله,1
خواه مؤمن باشند یاکافر یا هر چه دیگر,1
أول مايتم القبض عليك سيُقطع رأسك تحقيقًا لحد الردة ياكافر ياعدو الله,1
طلعت مسيحي ارد عليك اقول ايه ياكافر مثلاً,1
لوتفجر بالكفر  ماتلقى احد يحتويك كثري ياكافر,1
كلمت ملحد قليله بحقك ياكافر,1
انت ايش دخلك يايهودي ياكافر ياعرص يازنديق يا ديوث يا منافق يا قواد قبل ما تذكر السعوديه تطهر يا خنزير,1
عليك لعائن الله والملائكه ياكافر يابن الكافره,1
عليك لعائن الله والملائكه ياكافر يابن الكافره,-1
بقينا علي حديده وصدت ياكافر,1
في كل مكان حتى في بيوت الدعارة وفي الارصفه للاستعراض ولبيع فهمت الفرق ياكافر,1
تعرف القران يايهودي ياكافر انتم من كنتم عبيد اذلاء عند قدماء المصريين والمصريين الان هم مسلمين عرب,1
من يصدق كيان إرهابي صهيوني قام على دماء الأبرياء,1
كيان صهيوني الا انه يعيش حياة اكرم من شعبك الميت جوع وجهل وترديء في كل مقومات الحياة الاساسية,1
وانشاء كيان صهيونى وليس دوله يهودية,1
ولا يوجد دولة تختار ديانة اهلها علي العلم انهم  من صهاينة  دول العالم كله مجتمعة في فلسطين لانشاء وطن لهم وتجهل الطوائف الصهيونية,1
بابا الفاتيكان يبيع مهد وقيامة المسيح للصهاينة ولا ينهى اتباعه من اقامة كيان يهودي صهيوني عنصري فوق مقدساته ومقدسات المسلمين ويقتل المسيحي والمس,1
رسالة من الأنونيموس إلى كيان صهيوني,1
دولة احتلال دولة عنصرية وليس هناك دولة إسرائيلية هناك كيان صهيوني غاصب محتل تم لمهم من جميع أنحاء العالم وزرعهم في فلسطين ياجاهل,1
السياسة ماتمنع تجلس مع كيان صهيوني مغتصب ارض عربيه,1
طبعا نساء من أصقاع العالم لقطاء ماذا تتوقع منهم كيان صهيوني إرهاب يعتمد علي الأمريكان والا رجعتم سباحه من حيث أتيتم,1
اسمه كيان احتلال صهيوني  ثانيا هم عرب باللسان بس إنما هم صهاينة القلب و العقل,1
مفيش دولة بالاسم اللى ذكرته دول كيان صهيونى بدأوا ومازالوا عصابه,1
من المستحيل ان يكون هرتزل قد قال مثل هذا الكلام .. لان سنة 1898 لم يكن هناك لا جيش ولا كيان صهيوني,1
كيان سرطاني صهيوني يجب اجتثاثه بعملية نوعية بأيدي المقاومة الفلسطينية,1
كوني فاتح نت الوقتي وانا قاعد فالعسكريه يبقا افتخر ان في كيان صهيوني متخفي زيي,1
نحن نسميةاحتلال لارض عربيةمن كيان صهيوني لاينتمون لفلسطين فهم مجمعون من اوروبا,1
واصبحت بلاد العالم كله سواء عرب او غيره معترفه بـ حاجه اسمها #اسراييل وفعلوها صح واجبروا الجميع من انه يوجد مكان اسمه اسراييل بدلا من انه كيان صهيوني مستعمر,1
كيان صهيوني مغتصب,1
ولكن كيف ينجح كيان تعاوني في قلبه واحد صهيوني بإمتياز,1
قلنا كيان صهيوني ارهابي,1
استنفار أمريكي صهيوني وهابي كيان بني سعود وخليجي بسبب اس 300 الروسية,1
لقيام اي كيان صهيوني وهم ضد عنصرية الحكومه الصهيونيه وضد احتلال فلسطين,1
مجرد كيان صهيوني تافه تائه,1
أسرائيل ليست دوله وإنما كيان صهيوني ملعون ملعون الى يوم الدين,1
انتوا كيان صهيونى ملكوش اصل و لا تاريخ و بتحولوا توجدوا التاريخ باى كدبه او تزييف للتاريخ,1
الهولوكوست صارت قبل لا يكون فيه شي اسمه كيان صهيوني,1
قطر تعتبر الحاضن الأول للإرهاب في المنطقه فهي تحتضن وعلى رأسهم القرضاوي,1
حكومة قطر بقيادة الحمدين كانت ولازالت الحاضن الأكبر للإرهابيين وأفكارهم و معتقداتهم,1
ركيا بزمن اردوغان كانت الحاضن الاكبر للارهابيين ومقر توزيعهم على الدول المكوبة,1
على المجتمع الدولي أن يجز نظام الحمدين من جذوره حتى نتخلص من الإرهاب فهو الحاضن والممول للارهابيين,1
تنظيم لإخوان المفسدين وممول الجماعات والتنظيمات الإرهابية والمتطرفة و الحاضن للإرهابيين و المرتزقة المشردين من اوطانهم,1
نظام الحمدين الغادرالحاضن للارهابيين لمجرد ان نظامهم صرح بكلام منمق فقط او بنى مسجدا صغيرا هناك,1
بغدادي جديد يجهزه الغرب الحاضن الأول للإرهابيين الغرب,1
أن النظام القطري هو الحاضن للارهابيين,1
اتمنئ اتساع العمليه لتشمل قطر فهي الحاضن الاساسي للارهابيين والمدافعه عنهم,1
سلطنة عمان تبرأت منه مشكوره لانهالم ترضى الاساءة لاشقاءهافكان الحضن القطري الحاضن للارهابيين بقيادة القرضاوي في اسقباله هذااسلوب قطرمن 20سنة,1
بريطانيا الحاضن للارهابيين لاستغلالهم ضد دول معينه ثم ترميهم في مزبلة التاريخ,1
صدقت اخي عبدالله وينكم قبل مقاطعة قطر ولان ايران الأب والام الحاضن للارهابيين واللخونجيه لانرى لها عداء منكم علما تقتل المسلمين عيان بيان,1
الحاضن للارهابيين وفاتح الارضه لداعش يريد ازالة ارتباطه بداعش واشترى نفط داعش قبل فوات الاوان صح تركيا,1
الم تعلم ان تميم وهو الحاضن للارهابيين كان من أسبوعين في المملكة,1
لندن هي الحاضن للارهابيين وكانت تتوقع انها بتسلم بهالسياسه وانقلب السحر على الساحر,1
تحاصر المعسكر الشمالي الحاضن للإرهابيين  وتمهله ايام ليخرج من حضرموت,1
اصبحت تركيا الحاضن والمدبر للارهابيين,1
اردوغان الحاضن الاول للارهابيين الدواعش نسى المعاهدات الدولية لحماية الدبلوماسيين,1
صباح الخير يا دكتور الفيوم منبع الاٍرهاب و الحاضن الاول للارهابيين,1
الفرس الحاضن للارهابيين هم من الذين اشركوا اشد اعداء المسلمين,1
لانها الحاضن والممول والدافع والشريك للارهابيين الخائنين للدين والوطن,1
المانيا الحاضن المحورى و ماوى للارهابيين,1
اوربا نفسها هي الحاضن الحقيقي للارهابيين على مستوى العالم,1
الحريري وتعبيرا عن تضامنه مع  الجيش ضد الارهاب يستقبل الحاضن الأول للارهابيين,1
لحكومة والمؤتمر اللاوطني الحاضن الرئيسي للارهابيين في ليبيا,1
كل هذا لا يعني ان الولايات المتحدة بريئة من الاجرام انها الحاضن الاول للارهابيين ومن صنعهم وزج بهم في سوريا ولبنان لتحارب المقاومة,1
كماتدين تدان كانت سوريا الحاضن الرئيسي للإرهابيين من درعا وحمص والوهابيه منبعها هناك انقلبو على صاحبهم,1
انتم يامرتزقة موتو بغيظكم ولايعنينا تهديدهم خسأتم جميعا اهل الحقد الخيانة,1
الي بلدناكم يامرتزقة الجزيره  وسيخسر من احظركم الي جزيرة شرق سلوي الدنيا والآخرة وكذالك ثروات ومقدرات الشعب,1
الحرس الثوري نمر من ورق ونتم تطبلون له يامرتزقه,1
مثل واقع السعودية وضجيجكم يامرتزقة الحمدين,1
الله يلعنكم انتو سبب الخراب ودمار يامرتزقه,1
مثل واقع السعودية وضجيجكم يامرتزقة الحمدين,1
انت يامرتزقه وش سويت اتجاه وطنك وأبناء وطنك في حرب الحوثي  ولا في يدك حنى تعيبو على الناس والعيب فيكم,1
أثبتت أن القطريين من اغبى الشعوب ودائما يأتون بحثاله المرتزقه من امثالك للدفاع عنهم ومدحهم وهذا دليل على تخلفهم وغبائك يامرتزقه الصهيوني,1
الحمدالله لا متضاربين ولاشي انتو واشكالكم الحمدين متضاربه مع الدول وانتوا ماعندكم في الاخبار غير الامارات والسعوديه دليل ان اعلامكم غير مرغوب فيه وماعندكم شي غير تنبحون مثل الكلاب المتشرده يامرتزقه ياحثالة,1
ياخونة الامتين العربية والإسلامية يامرتزقه,1
دمار اليمن انتم يامرتزقه انتم وال كلاب ولحمارتين,1
أنتم خونه خونه خونه كفانا الله مما اصابكم يامرتزقة الحوثي,1
يامرتزقة قطر وعبيدهم كم عطوك عشان ترفع التاق ترند,1
التحالف بطلوا كذب يامرتزقة الاوطان,1
شتريه الدبه حتي بمائه الف عادي انتم السبب يامرتزقه,1
هل لديكم أنبياء أمثال هذا يامرتزقة يا أحذية أبو عقال,1
لعن الله وجهك يابياعت العرب يامرتزقه,1
حسبي الله على عقولكم يامرتزقة,1
نحن احفاد الفاتحين ومناايضا منهم فتحوا امور انتي تعرفيها وسابقاً بالسيف وحاضراً بالدولار يامرتزقه انقلعي,1
شكلك تشتي تغترب لما تموت لا عاتخلجع بالشعر المعصود هاذا مابش مرتزق بايرجع لوطنه بضهر دبابه انسوها ستلفظكم السعوديه زيما لفظتكم صنعاء يامرتزقه,1
لا تدخلو الحوثه بالوسط سدو بينكم البين يامرتزقه,1
راح يتسكر احسابك قريب يازلمه  يامرتزقه,1
الله يعينكم يامرتزقه من اجل حفنه ريالات كرامتكم ودولكم ممسوحه ومسحولين بين الدول,1
يدافع العاهه اللي ضدك ماكان يهاجم تدافع ليش يامرتزقه المفروض تهجم يالتيس المستعار,1
صنعاء بلاد الحريه صنعاء المنطقة الامنه في صنعاء العدل والحكم الرشيد بعدا لكم يامرتزقه صنعاء لفظتكم يااوساخ,1
يامرتزقه يالقطا تفوه عليكم وعلى الي جمعكم,1
يامشردين يامرتزقه يالقطا تفوه عليكم وعلى الي جمعكم,1
عساهم بجهنم وانت معهم ان شاءالله ياخونه يامرتزقه ياكلاب ايران وكلاب قطر خلهم ينفعونك انت واياهم تفو عليكم,1
الله يقطع يدك ولسانك يامرتزقة,1
تفو عليكم يامرتزقه انتم مش سعوديين وتركي ال الشيخ سيظل فوق رؤوسكم,1
كان رحت معهم وستشهد يامرتزقه,1
الى جهنم يامرتزقه المجوس,1
يامرتزقة ال سعود  برويدي خسر قضيته أمام قطر ولا يحق له رفعها مرة أخرى,1
لاتدخل بمصر الكرامه  صفعوكم صفعه باليمين لن تلين ياخوانجيه,1
خلاص ياخوانجية نهايتكم اتكتبت في سجلات الامم المتحدة بعد ان اكتشف العالم ارهابكم,1
التحكيم ياخول فين بطولات الزمالك ياخوانجية ياولاد الزواني ياولاد العاهرة,1
ياخوانجية خليفتكم من التصوف إلى التشيع,1
ياخوانجية خليفتكم من التصوف إلى التشيع,1
ياخوانجيه المفتي حقكم يقول التفجر بنفسه حلال والرسول اللي لاينطق عن الهواء اللهم صلي وسام عليه يقول من قتل نفس بغير حق كانما قتل الناس جميعيا,1
المشير جيكم جيكم ياخوانجيه ياكلب,1
المشير جيكم جيكم ياخوانجيه ياكلب,1
وتركنا لكم النباح والحسره والقهر ياخوانجيه الماسوني النجس خادم وعبد الصهاينه قطب,1
خربت كل دول عربية بتفكريكم هذا   بقت دولة تواحيد  لن تضروها  مثقال ذرة    اذهبي حجي عند اردوغان   ياخوانجية,1
ماعليك الا نروحك بالعفش ياخوانجيه يامن تدعين الاسلام ووجهك كله كذب وخداع ومكر ووساخه,1
وضعكم صعب ياخوانجيه الليرة انهارت,1
مكارم الاخلاق والانصاف اخر من يتحدث عنها انتم لانها متبرئة منكم  ياخوانجية,1
مهرتها واضحة يا مبرقع فضحكم الله ايش ابقيت للحريم ياخوانجية حزب المبرقعات,1
والله لو يرحل لاتعم الفوض ياخوانجيه,1
والثبور ياخوانجيه السراري وحسن الخر وقطب انتم اخبث من اليهود والمجوس ذول اعداء معروفين اما انتم الخبثاء الي شوهتم اللاسلام,1
انتم اشرمن الكفار والصهاينه ياخوانجية سيد قطب وحسن البناء  وتغطيتم باسم الاسلام سمومكم وقذارتكم,1
كل هذا التمجيد لقردوغان ياخوانجية الى هذا الحد وصل بكم القبح والنقص ام ان جينياتكم ترجع الى اصلكم بقايا اتراك الله المستعان,1
نحن هنا الويه العمالقه  اين انتم ياخوانجية اخوان شريفة وعفيفه   سلام على اشجع الرجال في ساحل تهامة الحديدة,1
نطالب نائف البكري يقود جبهة نهم ويحرر صنعاء اتحداكم ياخوانجية  قوات العمالقة في ساحة العروض الحديدة بعد تحريرها,1
الوية العمالقه الجنوبيه تعلن السيطرة على ميناء الحديدة ياخوانجية سلم لي على حرم السفير.الرجال بالجبهات والخنادق وانتم تهاجمونهم يا ايراني,1
لا تحاواوا ياخوانجية الوقوع بين الجنوبين فأنتم من خارج البيت خلايا عزمي إخوان شريفة وعفيفة لايلوق لهم عوده هادي ولا تحرير الحديدة,1
يا سبحان الله ياخونجية انقلبتي 180درجة. اللقاء هو ضربة لمليشيات إيران باليمن ياخوانجية ومليشيات إخوان شريفة وعفيفة بعد اختطاف الشرعية3سنوات,1
بدلاً من مهاجمة التحالف والمقاومة والحزام اهتم بتحرير تعز ياخوانجية ياخوان شريفة وعفيفة يا عيال موزه,1
لكم 3سنوات ولم تحرروا صرواح ياخوانجية,1
انتم ياخوانجية ركبتم حصان طروادة وادعوا الشرعيه للوصول السلطه فهده انجازاتكم بالجنوب,1
هده حقيقتكم انتم الوجة الآخر لمليشيات إيران باليمن ياخوانجية يا فاسدين,1
هاشم الاحمر باع الجوف للحوثيين والهدف إعاقة تحرير الحديدة ولانستبعد سقوط مأرب فهي محاصرة ياخوانجية يجب إعادة هيكلة الشرعية الإخوانجية,1
الإمارات والسعودية قلب واحد  ياخوانجيه لن يصدقكم أحد لأنكم إخوان شريفة وعفيفة مدفوع لكم الثمن لمهاجمة التحالف,1
إخوان شريفة وعفيفة هما وراء أحداث الشغب ياخوانجية,1
20 الف من أبناء تهامة لحفظ أمن مدينتهم بعد التحرير ياخوانجية,1
الحزام الأمني بلحج يضبط متفجرات وأحزمة ناسفة قادمة من تعز ياخوانجية حتى في رمضان تريدوا سفك الدماء الأبرياء بعدن انتم وجة إيران الآخر باليمن,1
وايش أخبار جبهة صرواح ونهم والبعرارة ياخوانجية,1
تدهور الليرة التركية يدفع بالأردن بإلغاء اتفاق المنطقة الحره  ياخوانجية,1
يامرتزقه باجنوبيين يادنابيع,1
الشي الثاني  يامرتزقه  حاله موب جاله  بس دايم الحشرات واضحين  ما يعرفون يكتبون  عدل لا يعرفون شي,1
مليتي من شنو ياتربية وسخه يامرتزقه,1
لو انك ببلد ثاني يامرتزقه يالاجئه ماذا كنت تتوقعي يفعل بك عندما تتطاولي على اسيادك,1
وانتم فتنة وشر ومطية الفرس واخوان شريفة انتم يامرتزقة موتو بغيظكم,1
الحرس الثوري نمر من ورق ونتم تطبلون له يامرتزقه,1
مثل واقع السعودية وضجيجكم يامرتزقة الحمدين شغالين بالمقابل,1
الله يلعنكم انتو سبب الخراب ودمار يامرتزقه,1
الله يلعنكم انتو سبب الخراب ودمار يامرتزقه,-1
انت يامرتزقه وش سويت اتجاه وطنك وأبناء وطنك في حرب الحوثي  ولا في يدك حنى تعيبو على الناس والعيب فيكم,1
يأتون بحثاله المرتزقه من امثالك للدفاع عنهم ومدحهم وهذا دليل على تخلفهم وغبائك يامرتزقه الصهيوني,1
انتي وهابية نتنه اذهبي الى جهاد النكاح يا فتاة,-1
انت وحكوماتك الي تدعمك ودين الوهابية تبعكم واكبر واس معكم تصعب عليكم عمان وحكومتك تعرف هذا السي يالله مناك يا ابن جهاد النكاح,-1
فالنباركً لها اداء  فروض جهاد النكاح وفق منهاج وهدي من وهبت  له النساء أنفسهن لينكح حني بانت خبايثه وأتعرف,-1
وراك ما رحتي ترين هناك جهاد النكاح منه اجر ومنه تطبقين الشريعه ال تدعينها الي كلها قتل الابرياء وسفك اخواننا المسلمين او المسالمين,-1
جهاد النكاح الي شادينها هالبرفلية ! يجاهدوا فيهم قبل شكلهم,-1
الصحراء اولاد جهاد النكاح من التعرض لهم و الاعتداء عليهم,-1
انسيتو نفسكم يا بتوع جهاد النكاح جتكم خيبه يا ممولين الارهاب,-1
خلاص اندعستو يا راعيت جهاد النكاح يا خبيثه  يا نضراويه يا سلحاويه,-1
الله يلعنك ياارهابي يامتطرف من دون داعش بذاتكم دواعش,1
لا تستخدم الأحاديث في غير موضعها يامتطرف,1
الله لايوفق لك يامتطرف,1
من دعس على ذنبك يامتطرف انت استرجل وتعال من حساب حقيقي وشوف كيف نربيك,1
الحين صرنا نتعايش مع الاديان حتى المشركين وانت مو راضي تتعايش مع مثلي يامتطرف,1
السني والشيعي دين واحد وقرأن واحد ونبي واحد ورب واحد فرقهما التطرف يامتطرف,1
الله لايوفقك يا مطرف يامتطرف يا بقراوي كبير,1
"حاب أذكرك يامتطرف بلقطة العابد التي حرمت الهلال من تحقيق الدوري بسببها، مافيش أفضل من الشرف يامتطرف",1
عند الله وليس من جيب امك يامتطرف,1
اي عقيدة اللي تتكلم عنها يامتطرف انت تقصد عقيدة قاتل الحسين ع دع هذه العقيدة لك,1
اخرس يامتطرف يابهيمه,1
أي واحد يصوتون عليه قال لبيه أشرك بنظرك يامتطرف,1
تف عليك يامتطرف,1
دخيل فهمك القاصر يامتطرف ياعنصري.,1
شئت ام ابيت تاج راسك بن سلمان يامتطرف,1
اتقي الله ياواهابي يامتطرف,1
كان حمدت ربك ع نعمه الوطن ونعمه عيالك وخليت هالفكر المتخلف يامتطرف يايهودي,1
يعني يامتطرف يامنحل  وهناك يهود ونصارى وكفار ومنحلين قتلو ابنائهم واولادهم وفجرو وعثو فسادا,1
حسبي الله عليك يامتطرف وبأفكارك وتحريضك على الثورات الله فكنا منك ومن شرك,1
انقلع ياشاذ يامنحرف يامتطرف,1
لولا الله ثم توجيه سلمان الحزم كان اليمن ايرانية بحته يامتطرف والدور جايكم,1
كيف تبغا الناس تتبرع يامتطرف وانت تسي لعمك الهلال ياسلوقي في تحليلك الله لايوفق لك يامتطرف ياسلوقي يامعه يافقراوي يامسياري يابو خمسه ليلة الهروب,1
"النقاب يتعارض مع النسوية،لكن إحترامهم للمنقبات أمر جميل يامتطرف",1
بلوك ياقذر يامتطرف,1
بلوك ياقذر يامتطرف,1
اول شي تعلم كيف تكتب بعدين تعال انصح يامتطرف,1
الله يشل يدك يامتطرف ياجاهل تتسترون باللحاء كأنكم شيوخ للدين وانتم ماتعرفون عن الدين اي شئ قبحك الله انت وامثالك,1
يامتطرف يامنحرف,1
اخلاقك واضحة في الفاظك يامتطرف,1
اخلاقك تنعكس من يامتطرف يامريض نفسي لو كنت في الحرم يمكن تخنق حاج مسن,1
تكذب ياحثاله ياعميل يامرتزق ياصهيوني ياعدو الدين والاسلام ياواهبي يامتطرف عمان سند للخليج ولكن لاالومك لاءنك مرتزق ومرتشي لك يوم ياكلب,1
والتطرف يامتطرف ياعنصري ياجاهل تبي تسبب فتنه لان ولاعيال موزه تقدرون من اسمك تدل انك فيك مرض,1
والتطرف يامتطرف ياعنصري ياجاهل تبي تسبب فتنه لان ولاعيال موزه تقدرون من اسمك تدل انك فيك مرض,1
اجل خل التبن ماتستاهله اكل تراب الله ينزل قدرك ويسلط  عليك يامتطرف,1
انتهي الكلام ياصهيوني يامتطرف ولكم يوم كيوم عاد ثمود,1
ياكلب ايه الكلام ده اللي بتقولة  ياخونجي يامتطرف,1
النقاب فضل وليس فرض حبيبي انا بتكلم عن الحجاب الذي يستر جسد المرأة لما تفهم تقبي تيجي تناقشني يامتطرف,1
فهمت ياصهيوني يامتطرف يالصوص الاراضي,1
من انت حتى تقيم تلك الجبال يامتطرف,1
شرايك فيه مثل مصري يقول امشي عظل يحتار عدوك فيك وهذي الثانيه من تغريداتك والخير موجود ياطقعان يامتطرف,1
مش عاجبك الخبر يامتطرف,1
لا خذه من محمد عبد الوهاب  وبن تيمية الملعون ياواهابي ياقذر,1
بالعراقي ياواهابي دوى العقرب النعل,1
لايطيقول تقول ياواهابي خارجي رغم أهم ينتسبون لذلك,1
